Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Norway,NOR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590000,692000,753000,,2271000,2394000,2348000,2629000,2588000,2960000,3166000,3236000,3395000,,6640000,7590000,8130000,9250000,9280000,9190000,8750000,8030000,8170000,8110000,,
Nepal,NPL,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100000,119000,132000,122000,125000,155000,200000,238000,258000,286000,373000,415000,469000,561000,589000,765000,774000,862000,983000,,,,1197000,,,
Nauru,NRU,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920000,1093000,1132000,1166000,1185000,1283000,1287000,1293000,1374000,1733000,1872000,1861000,1978000,1967000,1918000,2026000,2096000,2172000,2197000,2276000,2412000,2611000,2853000,3038000,,
OECD members,OED,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345167518.40468,366254080.748789,379793378.136181,406761015.024295,403541918.991275,409887229.01536,409887229.01536,436699492.210123,464082415.067704,462460472.27652,482976278.810044,487992644.408725,477112115.021571,491935700.379071,497900391.141503,509129746.500212,519721975.177854,538581418.397508,562799483.26033,596453494.656475,631416814.961367,658490080.038815,,
Oman,OMN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060000,,,2018000,2248000,2263000,2062000,1645000,1873000,2446000,2888000,3103000,3358000,3838000,4167000,4473000,3350000,,
Other small states,OSS,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pakistan,PAK,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,PAN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185000,188000,194000,211000,221000,216000,200000,200000,227000,256000,285000,284000,314000,369000,336000,392000,414000,447000,619000,853000,740000,770000,917000,681000,,
Peru,PER,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508000,510000,577000,538000,513000,730000,1060000,1232000,1433000,1635000,1841000,1857000,1915000,1913000,1891000,2058000,2132000,2296000,2364000,2442000,2595000,2751000,2875000,3078000,,
Philippines,PHL,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615000,2121000,1930000,1817000,1755000,1670000,1787000,1969000,1803000,1920000,2144000,2745000,3066000,3355000,3188000,,,,,3488000,5115000,5703000,,,,
Palau,PLW,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9000,,,,,,,,,,,,,,,,,,,,,,
Papua New Guinea,PNG,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51000,,64000,65000,58000,52000,38000,92000,,,,,,,,,,,,,,,,,,
Poland,POL,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6200000,7300000,6900000,7600000,6300000,7100000,6300000,9300000,10050000,10300000,10900000,11300000,12000000,12800000,,
Pre-demographic dividend,PRE,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1237000,1184000,1251000,1250000,1134000,1259000,1331000,1227000,1272000,1361000,1410000,1468000,1441000,1438000,1116000,980000,924000,876000,839000,793000,746000,789000,792000,,,
"Korea, Dem. Peopleâ€™s Rep.",PRK,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,PRT,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1361000,1490000,1502000,1893000,1941000,2195000,2486000,,
Paraguay,PRY,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427000,418000,369000,318000,281000,175000,157000,141000,153000,170000,188000,210000,242000,278000,288000,302000,347000,400000,440000,426000,1008000,1503000,1548000,1266000,,
West Bank and Gaza,PSE,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pacific island small states,PSS,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Post-demographic dividend,PST,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380477370.353321,398916245.556315,416448574.943267,455223393.713274,455768909.399161,465863311.127828,460906439.159534,493319820.481291,521734016.205755,521670759.247994,549311706.938955,555694154.129009,547222307.872217,562535137.540028,572864092.353116,583273148.023201,593784077.756766,606784918.441403,632956076.540651,668714626.83064,704095025.473462,730981567.134786,,
French Polynesia,PYF,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63000,65000,,,,,,,,,,,,,88000,89000,84000,83000,,48000,55000,48000,55000,47000,,
Qatar,QAT,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,ROU,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5737000,5748000,6243000,6893000,6274000,6388000,6408000,5757000,6497000,6972000,7140000,8906000,10980000,13072000,11723000,10905000,10936000,11149000,11364000,12299000,13118000,16128000,19953000,21039000,,
Russian Federation,RUS,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21329000,12260000,11182000,10635000,12631000,18371000,18030000,20428000,20572000,24507000,28416000,29107000,34285000,36538000,34276000,39323000,43726000,47813000,54069000,45889000,34550000,31659000,39629000,41964000,,
Rwanda,RWA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia,SAS,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5104212.17752535,5666330.19265309,5968835.46987043,6185555.66847389,6639313.5842999,7071625.23047243,7207075.3545996,7801927.14972473,8610112.89035016,9938652.85783077,11433119.2273672,12873405.5472527,15286675.258785,15117362.6036261,16943521.7787287,19125115.5531028,20658496.8691903,22014160.8856421,23161348.8390597,25431129.9501325,28138552.8270597,30194692.2477008,32864565.9790369,35959133.4949891,,
Saudi Arabia,SAU,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7896000,4104000,3811000,4403000,2000000,4126000,4087000,6032000,17827000,15281320,18671000,19153960,19824490,20819000,21207000,21146000,21866000,,
Sudan,SDN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195000,,,,,,,,,,,,,,,,,,,,,,,,,
Senegal,SEN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singapore,SGP,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2867000,3305000,3671000,3745000,3971000,4444000,4363000,4399000,4221000,5165000,5159000,5533000,6024000,6828000,6961000,7342000,7753000,8048000,8647000,8647000,8903000,9125000,9474000,9889000,,
Solomon Islands,SLB,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,SLE,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,7000,13000,13000,20000,27000,13000,28000,63000,67000,71000,73000,72000,76000,99000,104000,111000,93000,61000,92000,110000,112000,,
El Salvador,SLV,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999000,1160000,1163000,1166000,1163000,1250000,1411000,1394000,1260000,,
San Marino,SMR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa (excluding high income),SSA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,SSD,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,SSF,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Small states,SST,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,STP,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suriname,SUR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovak Republic,SVK,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2987000,3149000,3603000,3683000,3230000,2692000,3285000,2689000,2129000,2406000,2777000,3095000,3870000,,,
Slovenia,SVN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965000,2055000,2127000,2114000,2800000,2660000,2680000,2496000,2459000,2586000,2874000,2722000,2474000,2612000,2642000,2867000,2853000,3013000,3188000,,
Sweden,SWE,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10127000,10390000,10818000,11422000,10500000,10147000,10741000,12888000,12649000,13950000,15677000,12559000,12692000,13291000,11699000,13042000,14651000,15548000,15917000,,,,21232000,,,
Eswatini,SWZ,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1082000,1072000,1130000,1177000,1245000,1141000,1264000,1403000,1573000,1657000,1713000,1789000,1751000,1717000,,
Sint Maarten (Dutch part),SXM,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31000,29000,30000,31000,32000,36000,41000,53000,50000,48000,52000,55000,58000,54000,49000,59000,48000,45000,47000,50000,56000,68000,74000,72000,,
Syrian Arab Republic,SYR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1746000,1871000,2299000,2411000,2994000,3863000,3492000,3299000,3997000,4309000,4564000,4042000,4196000,5253000,5215000,6259000,,,,,,,,,,
Turks and Caicos Islands,TCA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58000,66000,39000,76000,79000,,,,56000,52000,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18741021.5749075,21204832.3326914,22985774.5020699,24425277.1209305,25360548.0039409,29172516.0927387,34054912.0916784,33625084.6244344,37325547.9017585,42606235.5382051,46259022.4619531,52483256.9382696,61256073.1450348,67107954.3511484,68801001.0215601,83096254.5053405,98955094.1773124,115589075.063509,135039428.488277,157724133.751546,172853201.374673,183823934.603881,194998127.266885,205242442.921186,,
Europe & Central Asia (IDA & IBRD countries),TEC,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57264720.0773654,43945948.0949923,49004300.7441579,46540869.5866332,47643046.3117696,65959411.9487219,68977710.8802934,72605814.3986146,74971076.5321379,86164072.9306315,94375280.9991619,101137271.50823,107987158.261451,114554465.806979,109946098.045848,117384256.310305,131333485.401608,144082171.260791,160599773.826263,152096463.651579,142535401.183866,144988766.48092,167148876.803953,178269340.627619,,
Togo,TGO,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thailand,THA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820000,1845000,1660000,1412000,1655000,1909000,2011000,2250000,2152000,2709000,3047000,3382000,4018000,3908000,4653000,5451000,5397000,5721000,5970000,6444000,6794000,8204000,8963000,9966000,,
Tajikistan,TJK,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4100,6400,2700,,,,,,,,,,,15000,15000,19000,16000,22000,31000,31000,,
Turkmenistan,TKM,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21000,29000,31000,357000,,78000,111000,79000,34000,32000,33000,33000,38000,,,,,,,,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22149557.791827,24831451.4417592,25525784.5216899,27194813.1316614,26950204.3033425,28965098.419402,29429137.0788211,27257133.2836848,27549185.5868157,30783394.4251909,33380496.5726621,35259836.6397073,39021933.7557377,39823599.6401872,39365289.7810961,42746099.5922341,48175423.5245702,51887494.8255558,53959581.5996331,57799227.9126325,61563465.5140772,65151060.791195,68050792.3804981,68127212.2050539,,
Timor-Leste,TLS,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (IDA & IBRD countries),TMN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,TON,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Asia (IDA & IBRD),TSA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5104212.17752535,5666330.19265309,5968835.46987043,6185555.66847389,6639313.5842999,7071625.23047243,7207075.3545996,7801927.14972473,8610112.89035016,9938652.85783077,11433119.2273672,12873405.5472527,15286675.258785,15117362.6036261,16943521.7787287,19125115.5531028,20658496.8691903,22014160.8856421,23161348.8390597,25431129.9501325,28138552.8270597,30194692.2477008,32864565.9790369,35959133.4949891,,
Sub-Saharan Africa (IDA & IBRD countries),TSS,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,TTO,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261000,248000,,,,,,,,,,,,,270000,273000,,,,,,,,,,
Tunisia,TUN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1778000,1428000,1381000,1526000,1480000,1632000,1669000,1939000,2274000,2312000,2241000,2302000,2743000,3118000,2623000,2250000,2303000,2897000,2873000,2637000,,1830000,,2515000,,
Turkey,TUR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3981000,4261000,4633000,4601000,4758000,5284000,4856000,5131000,5928000,7299000,8246000,8275000,4956000,4893000,5561000,6557000,6282000,5803000,7526000,7982000,8751000,7892000,8887000,8383000,,
Tuvalu,TUV,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,2200,2900,2800,2700,2600,2300,2200,2000,2400,,,,2100,,,,,,,,,
Tanzania,TZA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157000,148000,,,,,,,,,,,,,,,,,,,,,,,,
Uganda,UGA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148000,241000,327000,153000,152000,184000,189000,231000,189000,254000,272000,337000,311000,324000,367000,469000,471000,511000,523000,568000,,,,
Ukraine,UKR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6552000,6004000,9632000,7773000,7399000,13422000,14849000,14729000,14795000,15588000,16454000,16875000,17335000,15499000,15334000,17180000,19773000,21433000,23761000,22438000,23142000,24668000,26437000,27811000,,
Upper middle income,UMC,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67341521.0543829,64111541.0753713,67013795.8356063,69707485.9023735,72479855.0019437,85954750.267841,94026348.866229,93997259.3531169,100125307.768395,115619931.804517,126685701.674634,136732909.961575,151950736.264517,163051063.806415,163527170.148242,186683510.12098,212994302.06832,237477586.595507,267472038.769231,283722496.669973,288755917.787035,303153424.630871,329890505.04105,338850617.463987,,
Uruguay,URY,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,562000,654000,778000,667000,531000,530000,495000,569000,658000,666000,635000,734000,826000,1027000,1534000,1816000,2281000,2396000,2217000,1715000,1789000,1947000,,
United States,USA,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51285000,52999000,53229000,55696000,57222000,61327000,59442000,58066000,56250000,61809000,63503000,63663000,64049000,63653000,62130000,61061000,59209000,60697000,61344000,68185000,74191000,80223000,87657000,92564000,,
Uzbekistan,UZB,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,VCT,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,534000,511000,460000,752000,754000,954000,933000,881000,832000,816000,1067000,1095000,1410000,1745000,1651000,1477000,1719000,1734000,1931000,1589000,1539000,1530000,1079000,,,
British Virgin Islands,VGB,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171000,166000,166000,140000,151000,145000,139000,,,,,,,,
Virgin Islands (U.S.),VIR,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,VUT,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11000,11000,11000,12000,12000,12000,11000,11000,12000,13000,14000,15000,16000,19000,20000,21000,22000,23000,26000,26000,27000,25000,28000,29000,,
World,WLD,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,604182814.911812,634109562.777425,662451603.030363,733379367.635996,747504595.322586,759742680.195484,761223070.060588,832116472.489411,888806889.891517,907657148.813079,975023960.358594,1002483620.84611,988549692.408599,1073419847.66532,1121785186.25625,1179078185.12644,1237552110.02009,1283554402.44012,1336347111.14063,1412965845.84501,1504553382.63909,1563555557.74832,,
Samoa,WSM,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58000,61000,56000,53000,51000,54000,52000,51000,52000,53000,43000,56000,57000,56000,51000,57000,54000,,55000,64000,,
Kosovo,XKX,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,ZAF,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,ZMB,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zimbabwe,ZWE,"International tourism, number of departures",ST.INT.DPRT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256000,69000,123000,213000,331000,,,,386000,498000,474000,541000,547000,593000,631000,650000,693000,720000,2946000,3182000,3393000,3192000,2768000,2987000,,
