"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","AVWAGE","TOT","USD","A","1990",39875.3457023889,
"AUS","AVWAGE","TOT","USD","A","1991",39685.2596299508,
"AUS","AVWAGE","TOT","USD","A","1992",40481.9942762401,
"AUS","AVWAGE","TOT","USD","A","1993",40854.7038466573,
"AUS","AVWAGE","TOT","USD","A","1994",41131.5756387698,
"AUS","AVWAGE","TOT","USD","A","1995",40973.5289636498,
"AUS","AVWAGE","TOT","USD","A","1996",42187.475278892,
"AUS","AVWAGE","TOT","USD","A","1997",43450.0360242148,
"AUS","AVWAGE","TOT","USD","A","1998",44066.5199498077,
"AUS","AVWAGE","TOT","USD","A","1999",45103.5014853406,
"AUS","AVWAGE","TOT","USD","A","2000",45201.3198979376,
"AUS","AVWAGE","TOT","USD","A","2001",45693.2368983185,
"AUS","AVWAGE","TOT","USD","A","2002",46007.8194769526,
"AUS","AVWAGE","TOT","USD","A","2003",46545.9762787039,
"AUS","AVWAGE","TOT","USD","A","2004",47994.2551304069,
"AUS","AVWAGE","TOT","USD","A","2005",48614.8923837984,
"AUS","AVWAGE","TOT","USD","A","2006",48929.0689909993,
"AUS","AVWAGE","TOT","USD","A","2007",50279.2482768596,
"AUS","AVWAGE","TOT","USD","A","2008",50684.7693032932,
"AUS","AVWAGE","TOT","USD","A","2009",50225.1928494414,
"AUS","AVWAGE","TOT","USD","A","2010",51957.4061139585,
"AUS","AVWAGE","TOT","USD","A","2011",53600.6798454773,
"AUS","AVWAGE","TOT","USD","A","2012",53919.3282440152,
"AUS","AVWAGE","TOT","USD","A","2013",53672.2717426346,
"AUS","AVWAGE","TOT","USD","A","2014",54085.1342419058,
"AUS","AVWAGE","TOT","USD","A","2015",53635.8414091431,
"AUS","AVWAGE","TOT","USD","A","2016",53724.0891622131,
"AUS","AVWAGE","TOT","USD","A","2017",53437.0587542119,
"AUS","AVWAGE","TOT","USD","A","2018",53514.8272246821,
"AUS","AVWAGE","TOT","USD","A","2019",54020.7914912353,
"AUS","AVWAGE","TOT","USD","A","2020",55206.3936635827,
"AUT","AVWAGE","TOT","USD","A","1990",42551.7590367744,
"AUT","AVWAGE","TOT","USD","A","1991",43881.8669702909,
"AUT","AVWAGE","TOT","USD","A","1992",44765.9262872876,
"AUT","AVWAGE","TOT","USD","A","1993",45130.9157654398,
"AUT","AVWAGE","TOT","USD","A","1994",45585.6229416628,
"AUT","AVWAGE","TOT","USD","A","1995",45952.8670777328,
"AUT","AVWAGE","TOT","USD","A","1996",45628.6027110581,
"AUT","AVWAGE","TOT","USD","A","1997",45227.5798086875,
"AUT","AVWAGE","TOT","USD","A","1998",46686.6362023384,
"AUT","AVWAGE","TOT","USD","A","1999",47726.933898762,
"AUT","AVWAGE","TOT","USD","A","2000",47860.0986214107,
"AUT","AVWAGE","TOT","USD","A","2001",47714.711314757,
"AUT","AVWAGE","TOT","USD","A","2002",48453.1637884007,
"AUT","AVWAGE","TOT","USD","A","2003",48581.8194610465,
"AUT","AVWAGE","TOT","USD","A","2004",49484.4436736349,
"AUT","AVWAGE","TOT","USD","A","2005",49763.891701897,
"AUT","AVWAGE","TOT","USD","A","2006",50524.506564447,
"AUT","AVWAGE","TOT","USD","A","2007",50814.3254362109,
"AUT","AVWAGE","TOT","USD","A","2008",51677.7103028473,
"AUT","AVWAGE","TOT","USD","A","2009",52578.2720365933,
"AUT","AVWAGE","TOT","USD","A","2010",52334.2945796686,
"AUT","AVWAGE","TOT","USD","A","2011",51755.1160926445,
"AUT","AVWAGE","TOT","USD","A","2012",52070.6677358327,
"AUT","AVWAGE","TOT","USD","A","2013",52128.1355266082,
"AUT","AVWAGE","TOT","USD","A","2014",52309.6551884715,
"AUT","AVWAGE","TOT","USD","A","2015",52686.0439604668,
"AUT","AVWAGE","TOT","USD","A","2016",53169.9778598907,
"AUT","AVWAGE","TOT","USD","A","2017",53136.3529599885,
"AUT","AVWAGE","TOT","USD","A","2018",53325.4860218118,
"AUT","AVWAGE","TOT","USD","A","2019",53690.0313784628,
"AUT","AVWAGE","TOT","USD","A","2020",53131.8472601512,
"BEL","AVWAGE","TOT","USD","A","1990",43271.9619113889,
"BEL","AVWAGE","TOT","USD","A","1991",45174.1667647885,
"BEL","AVWAGE","TOT","USD","A","1992",46624.4713756495,
"BEL","AVWAGE","TOT","USD","A","1993",47603.7793088088,
"BEL","AVWAGE","TOT","USD","A","1994",48527.8309553806,
"BEL","AVWAGE","TOT","USD","A","1995",48363.4964937424,
"BEL","AVWAGE","TOT","USD","A","1996",48971.4639416815,
"BEL","AVWAGE","TOT","USD","A","1997",49593.7397022466,
"BEL","AVWAGE","TOT","USD","A","1998",49621.631242538,
"BEL","AVWAGE","TOT","USD","A","1999",52390.4274061264,
"BEL","AVWAGE","TOT","USD","A","2000",51921.816962016,
"BEL","AVWAGE","TOT","USD","A","2001",52081.9379392926,
"BEL","AVWAGE","TOT","USD","A","2002",53422.8940119239,
"BEL","AVWAGE","TOT","USD","A","2003",53743.6339194443,
"BEL","AVWAGE","TOT","USD","A","2004",53463.2312244709,
"BEL","AVWAGE","TOT","USD","A","2005",52969.1503587303,
"BEL","AVWAGE","TOT","USD","A","2006",53327.4499316515,
"BEL","AVWAGE","TOT","USD","A","2007",53224.860382965,
"BEL","AVWAGE","TOT","USD","A","2008",53452.9296076202,
"BEL","AVWAGE","TOT","USD","A","2009",54193.8290817752,
"BEL","AVWAGE","TOT","USD","A","2010",53969.0247192277,
"BEL","AVWAGE","TOT","USD","A","2011",54520.1406100755,
"BEL","AVWAGE","TOT","USD","A","2012",54950.8724902214,
"BEL","AVWAGE","TOT","USD","A","2013",55503.3675184005,
"BEL","AVWAGE","TOT","USD","A","2014",55808.7979316441,
"BEL","AVWAGE","TOT","USD","A","2015",55427.2863649154,
"BEL","AVWAGE","TOT","USD","A","2016",55525.9899435912,
"BEL","AVWAGE","TOT","USD","A","2017",55130.1819736769,
"BEL","AVWAGE","TOT","USD","A","2018",55387.6952980387,
"BEL","AVWAGE","TOT","USD","A","2019",56021.805353764,
"BEL","AVWAGE","TOT","USD","A","2020",54326.5981747548,
"CAN","AVWAGE","TOT","USD","A","1990",40070.4234264897,
"CAN","AVWAGE","TOT","USD","A","1991",40221.3187766711,
"CAN","AVWAGE","TOT","USD","A","1992",40808.7148909694,
"CAN","AVWAGE","TOT","USD","A","1993",40720.3758753246,
"CAN","AVWAGE","TOT","USD","A","1994",40257.223428783,
"CAN","AVWAGE","TOT","USD","A","1995",40167.1383398384,
"CAN","AVWAGE","TOT","USD","A","1996",40523.5390768903,
"CAN","AVWAGE","TOT","USD","A","1997",41764.1998253005,
"CAN","AVWAGE","TOT","USD","A","1998",42465.2090099545,
"CAN","AVWAGE","TOT","USD","A","1999",42810.3140882822,
"CAN","AVWAGE","TOT","USD","A","2000",44108.2677087065,
"CAN","AVWAGE","TOT","USD","A","2001",43927.0481011629,
"CAN","AVWAGE","TOT","USD","A","2002",43561.0773058657,
"CAN","AVWAGE","TOT","USD","A","2003",43579.8763181231,
"CAN","AVWAGE","TOT","USD","A","2004",44538.0386992806,
"CAN","AVWAGE","TOT","USD","A","2005",45824.1689450769,
"CAN","AVWAGE","TOT","USD","A","2006",47227.098079255,
"CAN","AVWAGE","TOT","USD","A","2007",48606.2354043073,
"CAN","AVWAGE","TOT","USD","A","2008",49441.7680727732,
"CAN","AVWAGE","TOT","USD","A","2009",49878.1336609729,
"CAN","AVWAGE","TOT","USD","A","2010",50024.149303565,
"CAN","AVWAGE","TOT","USD","A","2011",50512.0472233056,
"CAN","AVWAGE","TOT","USD","A","2012",51289.4093362014,
"CAN","AVWAGE","TOT","USD","A","2013",51923.8100066409,
"CAN","AVWAGE","TOT","USD","A","2014",52556.8981599616,
"CAN","AVWAGE","TOT","USD","A","2015",52967.5915201242,
"CAN","AVWAGE","TOT","USD","A","2016",52019.4558879457,
"CAN","AVWAGE","TOT","USD","A","2017",52765.0691285916,
"CAN","AVWAGE","TOT","USD","A","2018",53730.1078984874,
"CAN","AVWAGE","TOT","USD","A","2019",54119.3098746597,
"CAN","AVWAGE","TOT","USD","A","2020",55342.0428953064,
"CZE","AVWAGE","TOT","USD","A","1995",14072.7147771638,
"CZE","AVWAGE","TOT","USD","A","1996",15520.1914903333,
"CZE","AVWAGE","TOT","USD","A","1997",15763.0970340134,
"CZE","AVWAGE","TOT","USD","A","1998",15760.0232220167,
"CZE","AVWAGE","TOT","USD","A","1999",16388.8472746364,
"CZE","AVWAGE","TOT","USD","A","2000",17001.467460402,
"CZE","AVWAGE","TOT","USD","A","2001",17878.2515488835,
"CZE","AVWAGE","TOT","USD","A","2002",18960.8504177632,
"CZE","AVWAGE","TOT","USD","A","2003",20406.5427297657,
"CZE","AVWAGE","TOT","USD","A","2004",21353.3771851193,
"CZE","AVWAGE","TOT","USD","A","2005",21980.5698655897,
"CZE","AVWAGE","TOT","USD","A","2006",22861.8470075485,
"CZE","AVWAGE","TOT","USD","A","2007",23545.2859012626,
"CZE","AVWAGE","TOT","USD","A","2008",23672.7315081023,
"CZE","AVWAGE","TOT","USD","A","2009",23578.2215729613,
"CZE","AVWAGE","TOT","USD","A","2010",24309.3725221021,
"CZE","AVWAGE","TOT","USD","A","2011",24508.1196216401,
"CZE","AVWAGE","TOT","USD","A","2012",24557.7123489149,
"CZE","AVWAGE","TOT","USD","A","2013",24404.4136289563,
"CZE","AVWAGE","TOT","USD","A","2014",24920.5383274656,
"CZE","AVWAGE","TOT","USD","A","2015",25660.2261687109,
"CZE","AVWAGE","TOT","USD","A","2016",26574.9058253501,
"CZE","AVWAGE","TOT","USD","A","2017",27930.6903631665,
"CZE","AVWAGE","TOT","USD","A","2018",29420.908126491,
"CZE","AVWAGE","TOT","USD","A","2019",30354.8487119961,
"CZE","AVWAGE","TOT","USD","A","2020",29884.5888161355,
"DNK","AVWAGE","TOT","USD","A","1990",42121.6290413028,
"DNK","AVWAGE","TOT","USD","A","1991",42315.8336025697,
"DNK","AVWAGE","TOT","USD","A","1992",43776.5976944339,
"DNK","AVWAGE","TOT","USD","A","1993",44254.8835756581,
"DNK","AVWAGE","TOT","USD","A","1994",42666.0579433195,
"DNK","AVWAGE","TOT","USD","A","1995",43561.5484857321,
"DNK","AVWAGE","TOT","USD","A","1996",44359.0156031489,
"DNK","AVWAGE","TOT","USD","A","1997",45071.0233653229,
"DNK","AVWAGE","TOT","USD","A","1998",45870.5836675736,
"DNK","AVWAGE","TOT","USD","A","1999",46386.7769660791,
"DNK","AVWAGE","TOT","USD","A","2000",46360.0732481077,
"DNK","AVWAGE","TOT","USD","A","2001",46668.8445134325,
"DNK","AVWAGE","TOT","USD","A","2002",47742.3257266107,
"DNK","AVWAGE","TOT","USD","A","2003",48934.1832474341,
"DNK","AVWAGE","TOT","USD","A","2004",50030.8665366715,
"DNK","AVWAGE","TOT","USD","A","2005",50878.9370953566,
"DNK","AVWAGE","TOT","USD","A","2006",51745.2357634446,
"DNK","AVWAGE","TOT","USD","A","2007",52309.1761870157,
"DNK","AVWAGE","TOT","USD","A","2008",53017.211201936,
"DNK","AVWAGE","TOT","USD","A","2009",54302.6336273298,
"DNK","AVWAGE","TOT","USD","A","2010",54928.3171318432,
"DNK","AVWAGE","TOT","USD","A","2011",54643.7976544649,
"DNK","AVWAGE","TOT","USD","A","2012",54570.0756807942,
"DNK","AVWAGE","TOT","USD","A","2013",54924.954335293,
"DNK","AVWAGE","TOT","USD","A","2014",55975.8913486461,
"DNK","AVWAGE","TOT","USD","A","2015",56959.8436897856,
"DNK","AVWAGE","TOT","USD","A","2016",57043.3903425065,
"DNK","AVWAGE","TOT","USD","A","2017",57355.1151555023,
"DNK","AVWAGE","TOT","USD","A","2018",57794.204719732,
"DNK","AVWAGE","TOT","USD","A","2019",57967.3139494302,
"DNK","AVWAGE","TOT","USD","A","2020",58429.6521388968,
"FIN","AVWAGE","TOT","USD","A","1990",35085.3348842999,
"FIN","AVWAGE","TOT","USD","A","1991",35514.1865826891,
"FIN","AVWAGE","TOT","USD","A","1992",34989.6726217428,
"FIN","AVWAGE","TOT","USD","A","1993",33771.1614562379,
"FIN","AVWAGE","TOT","USD","A","1994",34260.481649836,
"FIN","AVWAGE","TOT","USD","A","1995",35612.0703848347,
"FIN","AVWAGE","TOT","USD","A","1996",36429.5839392504,
"FIN","AVWAGE","TOT","USD","A","1997",36465.6972375822,
"FIN","AVWAGE","TOT","USD","A","1998",37436.0651233826,
"FIN","AVWAGE","TOT","USD","A","1999",38311.2668588559,
"FIN","AVWAGE","TOT","USD","A","2000",38969.023992333,
"FIN","AVWAGE","TOT","USD","A","2001",39174.0057562552,
"FIN","AVWAGE","TOT","USD","A","2002",39384.4608592046,
"FIN","AVWAGE","TOT","USD","A","2003",40132.9575901584,
"FIN","AVWAGE","TOT","USD","A","2004",41457.5046170601,
"FIN","AVWAGE","TOT","USD","A","2005",42356.7698606704,
"FIN","AVWAGE","TOT","USD","A","2006",43246.501132967,
"FIN","AVWAGE","TOT","USD","A","2007",43831.342288816,
"FIN","AVWAGE","TOT","USD","A","2008",44204.2691129914,
"FIN","AVWAGE","TOT","USD","A","2009",44586.3665579335,
"FIN","AVWAGE","TOT","USD","A","2010",45211.0434454361,
"FIN","AVWAGE","TOT","USD","A","2011",45233.4544959247,
"FIN","AVWAGE","TOT","USD","A","2012",45280.204117747,
"FIN","AVWAGE","TOT","USD","A","2013",44836.441529201,
"FIN","AVWAGE","TOT","USD","A","2014",44837.4445180097,
"FIN","AVWAGE","TOT","USD","A","2015",45194.1776085612,
"FIN","AVWAGE","TOT","USD","A","2016",45588.3582599615,
"FIN","AVWAGE","TOT","USD","A","2017",45338.7564886381,
"FIN","AVWAGE","TOT","USD","A","2018",45770.8422682442,
"FIN","AVWAGE","TOT","USD","A","2019",46248.5762458008,
"FIN","AVWAGE","TOT","USD","A","2020",46229.570198901,
"FRA","AVWAGE","TOT","USD","A","1990",34779.553800201,
"FRA","AVWAGE","TOT","USD","A","1991",35182.9108112945,
"FRA","AVWAGE","TOT","USD","A","1992",35576.979010678,
"FRA","AVWAGE","TOT","USD","A","1993",35989.3764923616,
"FRA","AVWAGE","TOT","USD","A","1994",36137.6494858234,
"FRA","AVWAGE","TOT","USD","A","1995",36676.7956154132,
"FRA","AVWAGE","TOT","USD","A","1996",36779.1987687957,
"FRA","AVWAGE","TOT","USD","A","1997",37192.511516323,
"FRA","AVWAGE","TOT","USD","A","1998",37763.6773965466,
"FRA","AVWAGE","TOT","USD","A","1999",38596.8540006405,
"FRA","AVWAGE","TOT","USD","A","2000",38782.1155835131,
"FRA","AVWAGE","TOT","USD","A","2001",39027.4067529322,
"FRA","AVWAGE","TOT","USD","A","2002",40080.973866655,
"FRA","AVWAGE","TOT","USD","A","2003",40405.5055288181,
"FRA","AVWAGE","TOT","USD","A","2004",41068.0709646522,
"FRA","AVWAGE","TOT","USD","A","2005",41561.9605502097,
"FRA","AVWAGE","TOT","USD","A","2006",42027.7128210275,
"FRA","AVWAGE","TOT","USD","A","2007",42184.5668291047,
"FRA","AVWAGE","TOT","USD","A","2008",42102.2967323037,
"FRA","AVWAGE","TOT","USD","A","2009",43441.63850086,
"FRA","AVWAGE","TOT","USD","A","2010",44324.9511611263,
"FRA","AVWAGE","TOT","USD","A","2011",44255.6792311367,
"FRA","AVWAGE","TOT","USD","A","2012",44552.4695964852,
"FRA","AVWAGE","TOT","USD","A","2013",44926.6938878833,
"FRA","AVWAGE","TOT","USD","A","2014",45236.7715370061,
"FRA","AVWAGE","TOT","USD","A","2015",45679.6770089977,
"FRA","AVWAGE","TOT","USD","A","2016",46214.2570421327,
"FRA","AVWAGE","TOT","USD","A","2017",46852.3529811014,
"FRA","AVWAGE","TOT","USD","A","2018",46866.5200153424,
"FRA","AVWAGE","TOT","USD","A","2019",47112.3891580859,
"FRA","AVWAGE","TOT","USD","A","2020",45580.7045304337,
"DEU","AVWAGE","TOT","USD","A","1991",40190.8651370532,
"DEU","AVWAGE","TOT","USD","A","1992",42561.7646308136,
"DEU","AVWAGE","TOT","USD","A","1993",42844.2547655193,
"DEU","AVWAGE","TOT","USD","A","1994",42937.8809719562,
"DEU","AVWAGE","TOT","USD","A","1995",43852.9365835218,
"DEU","AVWAGE","TOT","USD","A","1996",44362.984969703,
"DEU","AVWAGE","TOT","USD","A","1997",44181.0579403052,
"DEU","AVWAGE","TOT","USD","A","1998",44722.7416990888,
"DEU","AVWAGE","TOT","USD","A","1999",45326.9059987319,
"DEU","AVWAGE","TOT","USD","A","2000",45583.7242601558,
"DEU","AVWAGE","TOT","USD","A","2001",45929.7420664934,
"DEU","AVWAGE","TOT","USD","A","2002",46206.9408845997,
"DEU","AVWAGE","TOT","USD","A","2003",46361.3964338503,
"DEU","AVWAGE","TOT","USD","A","2004",46363.3180368231,
"DEU","AVWAGE","TOT","USD","A","2005",46553.2012381216,
"DEU","AVWAGE","TOT","USD","A","2006",46546.4614941587,
"DEU","AVWAGE","TOT","USD","A","2007",46415.4101855891,
"DEU","AVWAGE","TOT","USD","A","2008",46632.7284690971,
"DEU","AVWAGE","TOT","USD","A","2009",46645.9630877211,
"DEU","AVWAGE","TOT","USD","A","2010",47054.1004687921,
"DEU","AVWAGE","TOT","USD","A","2011",48025.5752898189,
"DEU","AVWAGE","TOT","USD","A","2012",48682.5488749339,
"DEU","AVWAGE","TOT","USD","A","2013",49158.7072422073,
"DEU","AVWAGE","TOT","USD","A","2014",50001.0288195043,
"DEU","AVWAGE","TOT","USD","A","2015",51171.5310086437,
"DEU","AVWAGE","TOT","USD","A","2016",51901.8195564621,
"DEU","AVWAGE","TOT","USD","A","2017",52454.1460775367,
"DEU","AVWAGE","TOT","USD","A","2018",53220.549493405,
"DEU","AVWAGE","TOT","USD","A","2019",54041.3564696298,
"DEU","AVWAGE","TOT","USD","A","2020",53744.9986010753,
"GRC","AVWAGE","TOT","USD","A","1995",20853.9053614045,
"GRC","AVWAGE","TOT","USD","A","1996",21070.7797270181,
"GRC","AVWAGE","TOT","USD","A","1997",23441.6854533788,
"GRC","AVWAGE","TOT","USD","A","1998",25381.445627518,
"GRC","AVWAGE","TOT","USD","A","1999",25782.6174026155,
"GRC","AVWAGE","TOT","USD","A","2000",27247.192440852,
"GRC","AVWAGE","TOT","USD","A","2001",28163.2134523513,
"GRC","AVWAGE","TOT","USD","A","2002",30725.9237336929,
"GRC","AVWAGE","TOT","USD","A","2003",32076.8820218096,
"GRC","AVWAGE","TOT","USD","A","2004",32666.8366823915,
"GRC","AVWAGE","TOT","USD","A","2005",32556.9421362933,
"GRC","AVWAGE","TOT","USD","A","2006",32945.9042059286,
"GRC","AVWAGE","TOT","USD","A","2007",32951.8768047206,
"GRC","AVWAGE","TOT","USD","A","2008",32440.7162066568,
"GRC","AVWAGE","TOT","USD","A","2009",33973.9316641425,
"GRC","AVWAGE","TOT","USD","A","2010",32421.798286579,
"GRC","AVWAGE","TOT","USD","A","2011",30363.4283852056,
"GRC","AVWAGE","TOT","USD","A","2012",28597.4445918803,
"GRC","AVWAGE","TOT","USD","A","2013",26728.894495666,
"GRC","AVWAGE","TOT","USD","A","2014",26622.2384560015,
"GRC","AVWAGE","TOT","USD","A","2015",26885.9516720609,
"GRC","AVWAGE","TOT","USD","A","2016",26267.5963676882,
"GRC","AVWAGE","TOT","USD","A","2017",26418.3391833541,
"GRC","AVWAGE","TOT","USD","A","2018",26680.2868759527,
"GRC","AVWAGE","TOT","USD","A","2019",27010.0396057715,
"GRC","AVWAGE","TOT","USD","A","2020",27207.3239886219,
"HUN","AVWAGE","TOT","USD","A","1995",14716.6235805729,
"HUN","AVWAGE","TOT","USD","A","1996",14722.0570256971,
"HUN","AVWAGE","TOT","USD","A","1997",15085.3530086525,
"HUN","AVWAGE","TOT","USD","A","1998",15430.6354999022,
"HUN","AVWAGE","TOT","USD","A","1999",15497.1692507389,
"HUN","AVWAGE","TOT","USD","A","2000",16211.9558256321,
"HUN","AVWAGE","TOT","USD","A","2001",17442.0231180681,
"HUN","AVWAGE","TOT","USD","A","2002",18314.6683957083,
"HUN","AVWAGE","TOT","USD","A","2003",19785.9115877671,
"HUN","AVWAGE","TOT","USD","A","2004",21165.5271762645,
"HUN","AVWAGE","TOT","USD","A","2005",22095.7765743746,
"HUN","AVWAGE","TOT","USD","A","2006",22524.4993744111,
"HUN","AVWAGE","TOT","USD","A","2007",22359.8349259684,
"HUN","AVWAGE","TOT","USD","A","2008",22673.6840751635,
"HUN","AVWAGE","TOT","USD","A","2009",21380.8203533787,
"HUN","AVWAGE","TOT","USD","A","2010",21662.6952143837,
"HUN","AVWAGE","TOT","USD","A","2011",21941.2070303564,
"HUN","AVWAGE","TOT","USD","A","2012",21209.5651859382,
"HUN","AVWAGE","TOT","USD","A","2013",20987.2063523599,
"HUN","AVWAGE","TOT","USD","A","2014",20712.044616937,
"HUN","AVWAGE","TOT","USD","A","2015",20871.6903108638,
"HUN","AVWAGE","TOT","USD","A","2016",21061.8024863744,
"HUN","AVWAGE","TOT","USD","A","2017",22586.13445313,
"HUN","AVWAGE","TOT","USD","A","2018",23720.56899299,
"HUN","AVWAGE","TOT","USD","A","2019",24470.7998075188,
"HUN","AVWAGE","TOT","USD","A","2020",25408.61292954,
"IRL","AVWAGE","TOT","USD","A","1990",26664.1910379053,
"IRL","AVWAGE","TOT","USD","A","1991",27766.6323605475,
"IRL","AVWAGE","TOT","USD","A","1992",28924.1048331146,
"IRL","AVWAGE","TOT","USD","A","1993",30357.3355684508,
"IRL","AVWAGE","TOT","USD","A","1994",30551.7886430669,
"IRL","AVWAGE","TOT","USD","A","1995",31093.8573227631,
"IRL","AVWAGE","TOT","USD","A","1996",31542.7060466838,
"IRL","AVWAGE","TOT","USD","A","1997",33300.1918888205,
"IRL","AVWAGE","TOT","USD","A","1998",35255.423439484,
"IRL","AVWAGE","TOT","USD","A","1999",36050.1370830212,
"IRL","AVWAGE","TOT","USD","A","2000",36886.407876656,
"IRL","AVWAGE","TOT","USD","A","2001",38203.4365801934,
"IRL","AVWAGE","TOT","USD","A","2002",38522.0316947383,
"IRL","AVWAGE","TOT","USD","A","2003",39759.3884314574,
"IRL","AVWAGE","TOT","USD","A","2004",41092.7821313562,
"IRL","AVWAGE","TOT","USD","A","2005",42602.7196320922,
"IRL","AVWAGE","TOT","USD","A","2006",42978.751166833,
"IRL","AVWAGE","TOT","USD","A","2007",44179.198161641,
"IRL","AVWAGE","TOT","USD","A","2008",46006.7541244281,
"IRL","AVWAGE","TOT","USD","A","2009",49607.3961393321,
"IRL","AVWAGE","TOT","USD","A","2010",49665.2436776463,
"IRL","AVWAGE","TOT","USD","A","2011",49137.6406305789,
"IRL","AVWAGE","TOT","USD","A","2012",48665.031322557,
"IRL","AVWAGE","TOT","USD","A","2013",47437.3221038251,
"IRL","AVWAGE","TOT","USD","A","2014",47141.7989549465,
